"","title","comment_number","speaker","V1","index_words_start","index_words_end","index","negative","positive","sentiment","sum_sentiment","max","min","index_stan","speaker_viz","index_number"
"73","199_Wallace:","199","Wallace:","Wallace: Secretary Clinton, it's an open discussion. Secretary, please let Mr. Trump speak. Go ahead.",3855,3861,199,0,1,1,1,199,1,100,0,73
"74","2_Wallace:","2","Wallace:","Wallace: Secretary Clinton, Mr. Trump, welcome. Let's get right to it. The first topic is the Supreme Court. You both talked briefly about the court in the last debate, but I want to drill down on this because the next president will almost certainly have at least one appointment and likely or possibly two or three appointments which means that you will in effect determine the balance of the court for what could be the next quarter century. First of all, where do you want to see the court take the country? And secondly, what’s your view on how the constitution should be interpreted? Do the founders' words mean what they say or is it a living document to be applied flexibly, according to changing circumstances? In this segment, secretary Clinton, you go first. You have two minutes.",72,111,2,0,2,2,2,2,1,100,0,74
"75","20_Clinton:","20","Clinton:","Clinton: Well, I strongly support Roe v. Wade which guarantees a constitutional right to a woman to make the most intimate, most difficult in many cases, decisions about her health care that one can imagine. And in this case, it is not only about Roe v. Wade. It is about what is happening right now in America. So many states are putting very stringent regulations on women that block them from exercising that choice to the extent that they are defunding planned parenthood which, of course provides all kinds of cancer screenings and other benefits for women in our country. Donald has said he is in favor of defunding planned parenthood. He even supported shutting the government down to defund planned parenthood. I will defend planned parenthood. I will defend Roe v. Wade and I will defend women's rights to make their own healthcare decisions. We have come too far to have that turn back now. And indeed, he said women should be punished. There should be some form of punishment for women who obtain abortions. And I could just not be more opposed to that kind of thinking.",607,671,20,3,5,2,2,20,1,100,0,75
"76","200_Clinton:","200","Clinton:","Clinton: He’s unfit. He proves it every time.",3862,3865,200,1,1,0,0,200,1,100,0,76
"77","201_Trump:","201","Trump:","Trump: No, you're the one that's unfit. You know, Wikileaks just actually came out. John Podesta said some horrible things about you, and boy was he right. He said some beauties. And you know Bernie Sanders, he said you have bad judgment. You do. And if you think going into Mosul after we let the world know we're going in and all of the people we really wanted, the leaders are all gone, if you think that was good, then you do. Now John Podesta said you have terrible instincts. Bernie Sanders said you have bad judgment. I agree with both.",3866,3889,201,5,0,-5,-5,201,1,100,0,77
"78","202_Clinton:","202","Clinton:","Clinton: Well you should ask Bernie Sanders who he is supporting for President.",3890,3893,202,0,1,1,1,202,1,100,0,78
"79","203_Trump:","203","Trump:","Trump: Which is a big mistake",3894,3894,203,1,0,-1,-1,203,1,100,0,79
"80","204_Clinton:","204","Clinton:","Clinton: And he said you are the most dangerous person to run for president in the modern history of America. I think he's right.",3895,3901,204,1,1,0,0,204,1,100,0,80
"81","205_Wallace:","205","Wallace:","Wallace: Let's turn to Aleppo. Mr. Trump, in the last debate you were both asked about the situation in the Syrian city of Aleppo, and I want to follow up on that because you said several things in that debate which were not true, sir. You said that Aleppo has basically fallen. In fact, there are --",3902,3915,205,1,1,0,0,205,1,100,0,81
"82","206_Trump:","206","Trump:","Trump: It's a catastrophe.",3916,3916,206,1,0,-1,-1,206,1,100,0,82
"83","207_Wallace:","207","Wallace:","Wallace: It is a catastrophe.",3917,3917,207,1,0,-1,-1,207,1,100,0,83
"84","208_Trump:","208","Trump:","Trump: It’s a mess. Have you seen it? Have you seen it? Have you seen what’s happened to Aleppo?",3918,3922,208,1,0,-1,-1,208,1,100,0,84
"85","211_Wallace:","211","Wallace:","Wallace: Well there are quarter of a million people still living there and being slaughtered.",3928,3932,211,1,0,-1,-1,211,1,100,0,85
"86","212_Trump:","212","Trump:","Trump: That’s right. And they are being slaughtered because of bad decisions.",3933,3936,212,2,0,-2,-2,212,1,100,0,86
"87","214_Trump:","214","Trump:","Now they have lined -- he has aligned with Russia and with Iran. They don't want ISIS, but they have other things because we're backing, we're backing rebels. We don't know who the rebels are. We're giving them lots of money, lots of everything. We don't know who the rebels are, and when and if -- and it's not going to happen because you have Russia and you have Iran now. But if they ever did overthrow Assad, you might end up with as bad as Assad is. And he’s a bad guy. But you may very well end up with worse than Assad. If she did nothing, we would be in much better shape. And this is what's caused the Great Migration where she's taking in tens of thousands of Syrian refugees, who probably in many cases -- not probably, who are definitely in many cases, ISIS-aligned. And we now have them in our country. Wait til you see -- this is going to be the great Trojan horse. Wait til you see what happens in the coming years. Lots of luck, Hillary. Thanks a lot for doing a great job.",3956,4045,214,4,1,-3,-2,214,1,100,0,87
"88","214_Trump:","214","Trump:","Trump: Well Aleppo is a disaster. It’s a humanitarian nightmare, but it has fallen from any standpoint. What do you need, a signed document? Take a look at Aleppo. It is so sad when you see what's happened. And a lot of this is because of Hillary Clinton. Because what's happened is by fighting Assad, who turned out to be a lot tougher than she thought -- now she's going to say oh he loves Assad. He's much tougher and much smarter than her and Obama. And everyone thought he was gone two years ago, three years ago. He aligned with Russia. He now also aligned with Iran, who we made very powerful. We gave them $150 billion back. We gave them $1.7 billion in cash. I mean, cash, bundles of cash as big as this stage. We gave them $1.7 billion.",3956,4045,214,4,5,1,-2,214,1,100,0,88
"89","215_Wallace:","215","Wallace:","Wallace: Secretary Clinton, you have talked about in the last debate and again today that you would impose a no-fly zone to try to protect the people of Aleppo and to stop the killing there. President Obama has refused to do that because he fears it’s gonna draw us closer and deeper into the conflict. And General Joseph Dunford, the Chairman of the Joint Chiefs of Staff, says you want to impose a no-fly zone, chances are you are going to get into a war, his words, with Syria and Russia. So the question I have is first, how do you respond to their concerns? Secondly, if you impose a no-fly zone and a Russian plane violates that, does President Clinton shoot that plane down?",4046,4094,215,8,1,-7,-7,215,1,100,0,89
"90","216_Clinton:","216","Clinton:","But I want to respond to what Donald said about refugees, made these claims repeatedly. I am not going to let anyone into this country who is not vetted, who we do not have confidence in, but I am not going to slam the door on women and children. That picture of that little 4-year-old boy in Aleppo with the blood coming down his face while he sat in an ambulance is haunting, and so we are going to do very careful, thorough vetting. That does not solve our internal challenges with ISIS and our need to stop radicalization to work with American Muslim communities who are on the front lines to identify and prevent attacks. In fact, the killer of the dozens of people at the nightclub in Orlando, the Pulse Night Club, was born in Queens, the same place Donald was born. So let's be clear about what the threat is and how we are best going to be able to meet it. Yes, some of that threat emanates from over in Syria and Iraq, and we've got to keep fighting. And I will defeat ISIS. And some of it is we have to up our game and be much smarter here at home.",4095,4196,216,6,3,-3,-6,216,1,100,0,90
"91","216_Clinton:","216","Clinton:","Clinton: Well Chris, first of all, I think a no-fly zone could save lives and hasten the end of the conflict. I am well aware of the really legitimate concerns you have expressed from both the president and the general. This would not be done just on the first day.This would take a lot of negotiation and it would also take making it clear to the Russians and the Syrians that our purpose is to provide safe zones on the ground. We've had millions of people leave Syria, and those millions of people inside Syria who’ve been dislocated. So I think we could strike a deal and make it very clear to the Russians and Syrians that this was something that we believe the best interests of the people on the ground in Syria. It would help us in the fight against ISIS.",4095,4196,216,4,1,-3,-6,216,1,100,0,91
"92","218_Trump:","218","Trump:","Trump: But I just have too... It’s so ridiculous what she… she will defeat ISIS. We should never have let ISIS happen in the first place. And right now they are in 32 countries --",4200,4207,218,1,1,0,0,218,1,100,0,92
"93","219_Wallace:","219","Wallace:","Wallace: Mr. Trump --",4208,4208,219,0,1,1,1,219,1,100,0,93
"94","22_Clinton:","22","Clinton:","Clinton: Because Roe v. Wade very clearly sets out that there can be regulations on abortion so long as the life and the health of the mother are taken into account. And when I voted as a senator, I did not think that that was the case. The kinds of cases that fall at the end of pregnancy are often the most heartbreaking, painful decisions for families to make. I have met with women who have, toward the end of their pregnancy, get the worst news one could get. That their health is in jeopardy if they continue to carry to term. Or that something terrible has happened or just been discovered about the pregnancy. I do not think the United States government should be stepping in and making those most personal of decisions. So you can regulate if you are doing so with the life and the health of the mother taken into account.",689,730,22,6,0,-6,-6,22,1,100,0,94
"95","220_Trump:","220","Trump:","Trump: Wait one second. They had a cease-fire three weeks ago. A ceasefire: United States, Russia, Syria. And during the cease-fire, Russia took over vast swathes of land and then they said we don't want the cease-fire anymore. We are so outplayed on missiles, on ceasefires. They are outplayed. She wasn't there. I assume she had nothing to do with it, but our country is so outplayed by Putin and Assad and, by the way, and by Iran. Nobody can believe how stupid our leadership is.",4209,4238,220,1,0,-1,-1,220,1,100,0,95
"96","221_Wallace:","221","Wallace:","Wallace: Mr. Trump, Secretary Clinton, no. We need to move on to our final segment, and that is the national debt, which has not been discussed until tonight. Our national debt as a share of the economy, our GDP is now 77%. That's the highest since just after World War II, but the non-partisan Committee for a Responsible Federal Budget says, Secretary Clinton, under your plan, debt would rise to 86% of GDP for the next ten years. Mr. Trump, under your plan, they say it would rise to 105% of GDP over the next ten years. The question is why are both of you ignoring this problem? Mr. Trump, you go first.",4239,4279,221,4,3,-1,-1,221,1,100,0,96
"97","222_Trump:","222","Trump:","These trade deals are far bigger than these companies, and yet we don't use our great leaders, many of whom back me and many of whom backed Hillary, I must say, but we don't use those people. Those are the people...these are the greatest negotiators in the world. We have the greatest business people in the world. We have to use them to negotiate our trade deals. We use political hacks. We use people that get the position because they made a campaign contribution, and they're dealing with China and people that are very much smarter than they are, so we have to use our great people. But that being said, we will create an economic machine the likes of which we haven't seen in many decades and people, Chris, will again go back to work, and they'll make a lot of money, and we'll have companies that will will grow and expand and start from new.",4280,4367,222,1,3,2,-4,222,1,100,0,97
"98","222_Trump:","222","Trump:","Trump: Well I saw they're wrong because I’m going to create tremendous jobs. And we're bringing GDP from really 1%, which is what it is now, and if she got in, it would be less than zero, but we’re bringing it from 1% up to 4%, and I actually think we can go higher than 4%. I think you can go to 5% or 6%. And if we do, you don’t have to bother asking your question. Because we have a tremendous machine. We will have created a tremendous economic machine once again. To do that, we're taking back jobs. We're not going to let our companies be raided by other countries where we lose all our jobs. We don't make our product anymore. It's very sad, but I am going to create a… the kind of a country that we were from the standpoint of industry. We used to be there. We've given it up. We've become very, very sloppy. We've had people that are political hacks making the biggest deals in the world. Bigger than companies. You take these big companies.",4280,4367,222,6,0,-6,-4,222,1,100,0,98
"99","224_Clinton:","224","Clinton:","But if you look at the debt, which is the issue you asked about, Chris, I pay for everything I'm proposing. I do not add a penny to the national debt. I take that very seriously because I do think it's one of the issues we've got to come to grips with. So when I talk about how we're going to pay for education, how we're going to invest in infrastructure, how we're going to get the cost of prescription drugs down, and a lot of the other issues that people talk to me about all the time, I've made it very clear, we are going where the money is. We are going to ask the wealthy and corporations to pay their fair share. And there is no evidence whatsoever that that will slow down or diminish our growth. In fact, I think just the opposite. We'll have what economists call middle outgrowth. We've got to get back to rebuilding the middle class. The families of America. That's where growth will come from. That's why I want to invest in you. I want to invest in your family. And I think that's the smartest way to grow the economy, to make the economy fairer. And we just have a big disagreement about this. It may be because of our experiences. You know he started off with his dad as a millionaire. I started off with my dad as a small businessman.",4370,4465,224,7,3,-4,-6,224,1,100,0,99
"100","224_Clinton:","224","Clinton:","Clinton: Well, first when I hear Donald talk like that and know that his slogan is ""Make America Great Again."" I wonder when he thought America was great. And before he rushes and says, you know, before you and President Obama were there, I think it's important to recognize that he has been criticizing our government for decades. You know, back in 1987, he took out an $100,000 ad in the New York Times during the time when President Reagan was president and basically said exactly what he just said right now. That we were the laughing stock of the world. He was criticizing President Reagan. This is the way Donald thinks about himself, puts himself into, you know, the middle and says, you know, ‘I alone can fix it,’ as he said on the convention stage.",4370,4465,224,2,0,-2,-6,224,1,100,0,100
"101","23_Wallace:","23","Wallace:","Wallace: Mr. Trump, your reaction. Particularly on this issue of late term partial birth abortions.",731,738,23,1,1,0,0,23,1,100,0,101
"102","230_Trump:","230","Trump:","Trump: Because I disagreed with Ronald Reagan very strongly on trade. I disagreed with him. We should have been much tougher on trade even then. I've been waiting for years. Nobody does it right. And frankly now we're going to do it right.",4478,4487,230,2,1,-1,-1,230,1,100,0,102
"103","231_Wallace:","231","Wallace:","Wallace: The one last area I want to get into with you in the debate is the fact that the biggest driver of our debt is entitlements, which is 60% of all federal spending. Now the committee for a Responsible Federal Budget has looked at both of your plans and they say neither of you has a serious plan that is going to solve the fact that Medicare is going to run out of money in the 2020s, Social Security is going to run out of money in the 2030s, and at that time, recipients are going to take huge cuts in their benefits. In fact, the final question I want to ask you in this regard is -- and let me start with you, Mr. Trump. Would President Trump make a deal to save Medicare and Social Security that included both tax increases and benefit cuts, in effect a grand bargain on entitlements?",4488,4538,231,1,7,6,6,231,1,100,0,103
"104","234_Trump:","234","Trump:","Trump: It is going to totally help you. And one thing we have to do is repeal and replace the disaster known as Obamacare. It's destroying our country. It's destroying our businesses, our small business and our big businesses. We have to repeal and replace Obamacare. You take a look at the kind of numbers that that will cost us in the year [2017]. It is a disaster if we don't repeal and replace. It is probably going to die of its own weight, but Obamacare has to go. The premiums are going up 60%, 70%, 80%. Next year, they're going to go up over 100%. And I’m really glad that the premiums have started, at least the people see what's happening because she wants to keep Obamacare and she wants to make it even worse and it can't get any worse. Bad health care at the most expensive price. We have to repeal and replace Obamacare.",4547,4590,234,7,1,-6,-6,234,1,100,0,104
"105","235_Wallace:","235","Wallace:","Wallace: Secretary Clinton, same question because at this point Social Security and Medicare are going to run out -- the trust funds are going to run out of money. Will you, as president, consider a grand bargain, a deal that includes both tax increases and benefit cuts to try to save both programs?",4591,4612,235,0,4,4,4,235,1,100,0,105
"106","236_Clinton:","236","Clinton:","Clinton: Well, Chris, I am record as saying we need to put more money into Social Security Trust fund. That's part of my commitment to raise taxes on the wealthy. My Social Security payroll contribution will go up as will Donald's assuming he can't figure out how to get out of it, but what we want to do is --",4613,4630,236,0,4,4,4,236,1,100,0,106
"107","237_Trump:","237","Trump:","Trump: Such a nasty woman.",4631,4632,237,1,0,-1,-1,237,1,100,0,107
"108","238_Clinton:","238","Clinton:","Clinton: Replenish the trust fund by making sure that we have sufficient resources, and that will come from either raising the cap and/or finding other ways to get more money into it. I will not cut benefits. I want to enhance benefits for low-income workers and for women who have been disadvantaged by the current Social Security system. But what Donald is proposing with these massive tax cuts will result in a $20 trillion additional national debt. That will have dire consequences for Social Security and Medicare. And I'll say something about the Affordable Care Act, which he wants to repeal. The affordable care act extended the solvency of the medicare trust fund. If he repeals it, our Medicare problem gets worse.",4633,4685,238,4,8,4,4,238,1,100,0,108
"109","239_Trump:","239","Trump:","Trump: Your husband disagrees with you.",4686,4687,239,1,0,-1,-1,239,1,100,0,109
"110","24_Trump:","24","Trump:","Trump: Well I think it is terrible. If you go with what Hillary is saying, in the ninth month you can take baby and rip the baby out of the womb of the mother just prior to the birth of the baby. Now, you can say that that is okay and Hillary can say that that is okay, but it's not okay with me. Because based on what she is saying and based on where she's going and where she's been, you can take baby and rip the baby out of the womb. In the ninth month. On the final day. And that's not acceptable.",739,762,24,3,0,-3,-3,24,1,100,0,110
"111","240_Clinton:","240","Clinton:","Clinton: We’ve got to go after the long-term health care drivers. We've got to get costs down, increase value, emphasize wellness. I have a plan for doing that, and I think that we will be able to get entitlement spending under control but with more resources and smart decisions.",4688,4703,240,0,1,1,1,240,1,100,0,111
"112","241_Wallace:","241","Wallace:","Wallace: This is a final time, probably to both of your delight, that you're going to be on the stage together in this campaign. I would like to end it on a positive note. You had not agreed to closing statements, but it seems to me in a funny way that might make it more interesting because you haven’t prepared closing statements. So I would for each of you to take -- and we're going to put a clock up -- a minute as the final question, in the final debate, to tell the American people why they should elect you to be the next president. This is another new mini segment. Secretary Clinton, it's your turn to go first.",4704,4732,241,1,2,1,1,241,1,100,0,112
"113","242_Clinton:","242","Clinton:","Clinton: Well I would like to say to everyone watching tonight that I'm reaching out to all Americans, Democrats, Republicans and independents, because we need everybody to help make our country what it should be, to grow the economy, to make it fairer, to make it work for everyone. We need your talents, your skills, your commitment, your energy, your ambition. You know, I've been privileged to see the presidency up close, and I know the awesome responsibility of protecting our country and the incredible opportunity of working to try to make life better for all of you. I have made the cause of children and families really my life's work. That's what my mission will be in the presidency. I will stand up for families against powerful interests, against corporations. I will do everything that I can to make sure that you have good jobs with rising incomes, that your kids have good educations from preschool through college. I hope you will give me a chance to serve as your president.",4733,4778,242,0,6,6,6,242,1,100,0,113
"114","243_Wallace:","243","Wallace:","Wallace: Secretary Clinton, thank you. Mr. Trump?",4779,4781,243,0,1,1,1,243,1,100,0,114
"115","244_Trump:","244","Trump:","Trump: She's raising the money from the people she wants to control. Doesn't work that way. But when I started this campaign, I started it very strongly. It's called Make America Great Again. We're going to make America great. We have a depleted military. It has to be helped. It has to be fixed. We have the greatest people on Earth in our military. We don't take care of our veterans. We take care of illegal immigrants, people that come into our country illegally better than we take care of our vets. That can’t happen. Our policemen and women are disrespected. We need law and order, but we need justice too. Our inner cities are a disaster. You get shot walking to the store. They have no education. They have no jobs. I will do more for African-Americans and Latinos that she can do for ten lifetimes. All she's done is talk to the African-Americans and to the Latinos, but they get the vote and then they come back, they say ‘we’ll see you in four years.’ We are going to make America strong again and we are going to make America great again and it has to start now. We cannot take four more years of Barack Obama, and that's what you get when you get her.",4782,4840,244,3,2,-1,-1,244,1,100,0,115
"116","25_Clinton:","25","Clinton:","Clinton: Well that is not what happens in these cases. And using that kind of scare rhetoric is just terribly unfortunate. You should meet with some of the women I've met with. Women I've known over the course of my life. This is one of the worst possible choices that any woman and her family has to make. And I do not believe the government should be making it. You know, I've had the great honor of traveling across the world on behalf of our country. I've been to countries where governments either forced women to have abortions, like they used to do in China, or forced women to bear children like they used to do in Romania. And I can tell you the government has no business in the decisions that women make with their families in accordance with their faith, with medical advice. And I will stand up for that right.",763,802,25,5,2,-3,-3,25,1,100,0,116
"117","27_Wallace:","27","Wallace:","Wallace: All right. Let's move on to the subject of immigration. And there is almost no issue that separates the two of you more than the issue of immigration. Actually there are many issues that separate the two of you. Mr. Trump. You want to build a wall. Secretary Clinton, you have offered no specific plan for how you want to secure our southern border. Mr. Trump, you are calling for major deportations. Secretary Clinton, you say that within your first 100 days as president, you’re going to offer a package that includes a pathway to citizenship. The question really is why are you right and your opponent wrong? Mr. Trump, you go first in this segment, you have two minutes.",809,849,27,5,4,-1,-1,27,1,100,0,117
"118","28_Trump:","28","Trump:","They're coming in illegally. Drugs are pouring in through the border. We have no country if we have no border. Hillary wants to give amnesty. She wants to have open borders. As you know, the border patrol agents, 16,500 plus I.C.E. last week endorsed me. First time they've endorsed a candidate. It means their job is tougher. But they know what’s going on. They know it better than anybody. They want strong borders. They feel we have to have strong borders. I was up in New Hampshire the other day. The biggest complaint they have, it’s with all the problems going on in the world, many of the problems caused by Hillary Clinton and Barack Obama. All of the problems. The single biggest problem is heroin that pours across our southern borders. Just pouring and destroying their youth It is poisoning the blood of their youth and plenty of other people. We have to have strong borders. We have to keep the drugs out of our country. Right now, we're getting the drugs, they're getting the cash. We need strong borders. We need absolute, we cannot give amnesty. Now, I want to build the wall. We need the wall. The border patrol, I.C.E., they all want the wall. We stop the drugs; we shore up the border. One of my first acts will be to get all of the drug lords, all of the bad ones, we have some bad, bad people in this country that have to go out. We're going to get them out. We're going to secure the border. And once the border is secured, at a later date, we'll make a determination as to the rest. But we have some bad hombres here and we're going to get them out.",850,966,28,6,8,2,-3,28,1,100,0,118
"119","28_Trump:","28","Trump:","Trump: Well first of all, she wants to give amnesty, which is a disaster. And very unfair to all of the people waiting in line for many, many years. We need strong borders. In the audience we have four mothers of - I mean, these are unbelievable people that I've gotten to know over a period of years whose children have been killed, brutally killed, by people that came into the country illegally. You have thousands of mothers and fathers and relatives all over the country.",850,966,28,6,1,-5,-3,28,1,100,0,119
"120","29_Wallace:","29","Wallace:","Wallace: Mr. Trump, thank you. Same question to you, secretary Clinton. Basically, why are you right and Mr. Trump is wrong?",967,973,29,1,2,1,1,29,1,100,0,120
"121","3_Clinton:","3","Clinton:","Clinton: Thank you very much Chris and thanks to UNLV for hosting us. You know, I think when we talk about the Supreme Court, it really raises the central issue in this election. Namely, what kind of country are we going to be? What kind of opportunities will we provide for our citizens? What kind of rights will Americans have? And I feel strongly that the Supreme Court needs to stand on the side of the American people. Not on the side of the powerful corporations and the wealthy. For me, that means that we need a Supreme Court that will stand up on behalf of women's rights, on behalf of the rights of the LGBT community, that will stand up and say no to Citizens United, a decision that has undermined the election system in our country because of the way it permits dark, unaccountable money to come into our electoral system. I have major disagreements with my opponent about these issues and others that will be before the Supreme Court. But I feel that at this point in our country's history, it is important that we not reverse marriage equality, that we not reverse Roe v. Wade, that we stand up against Citizens United, we stand up for the rights of people in the workplace, that we stand up and basically say, the Supreme Court should represent all of us. That's how I see the court. And the kind of people that I would be looking to nominate to the court would be in the great tradition of standing up to the powerful, standing up on behalf of our rights as Americans. And I look forward to having that opportunity. I would hope that the Senate would do its job and confirm the nominee that President Obama has sent to them. That's the way the constitution fundamentally should operate. The President nominates and the Senate advises and consents or not. But they go forward with the process.",112,219,3,5,8,3,3,3,1,100,0,121
"122","30_Clinton:","30","Clinton:","Clinton: Well, as he was talking, I was thinking about a young girl I met here in Las Vegas, Carla who is very worried that her parents might be deported because she was born in this country but they were not. They work hard. They do everything they can to give her a good life. And you're right. I don't want to rip families apart. I don't want to be sending families away from children. I don't want to see the deportation force that Donald has talked about in action in our country. We have 11 million undocumented people. They have 4 million American citizen children. 15 million people. He said as recently as a few weeks ago in Phoenix, that every undocumented person would be subject to deportation. Here's with a that means. It means you would have to have a massive law enforcement presence where law enforcement officers would be going school to school, home to home, business to business. Rounding up people who are undocumented. And we would then to have put them on trains, on buses to get them out of our country. I think that is an idea that is not in keeping with who we are as a nation. I think it is an idea that would rip our country apart. I have been for border security for years. I voted for border security in the United States Senate. And my comprehensive immigration reform plan, of course includes border security. But I want to put our resources where I think they're most needed. Getting rid of any violent person, anybody who should be deported, we should deport them. When it comes to the wall that Donald talks about building. He went to Mexico. Had a meeting with the Mexican president. He didn't even raise it. He choked. And then got into a Twitter war because the Mexican president said we're not paying for that wall. So I think we are both a nation of immigrants and we are a nation of laws and that we can act accordingly. And that's why I'm introducing comprehensive immigration reform within the first 100 days with a path to citizenship.",974,1094,30,8,4,-4,-4,30,1,100,0,122
"123","32_Trump:","32","Trump:","Trump: Chris, I think it’s -- I think I should respond. First of all, I had a very good meeting with the President of Mexico. Very nice man. We will be doing very much better with Mexico on trade deals. Believe me. The NAFTA deal signed by her husband is one of the worst deals ever made of any kind signed by anybody. It’s a disaster. Hillary Clinton wanted the wall. Hillary Clinton fought for the wall in 2006 or there abouts. Now, she never gets anything done, so naturally the wall wasn't built. But Hillary Clinton wanted the wall.",1098,1131,32,2,1,-1,-1,32,1,100,0,123
"124","38_Clinton:","38","Clinton:","Clinton: -There are some limited places where that was appropriate. There also is necessarily going to be new technology and how best to deploy that. But it is clear when you look at what Donald has been proposing. He started his campaign bashing immigrants, calling Mexican immigrants rapists and criminals and drug dealers, that he has a very different there view about what we should do to deal with immigrants. Now, what I am also arguing is that bringing undocumented immigrants out from the shadows, putting them into the formal economy would be good. Because then employers can't exploit them and undercut Americans' wages. And Donald knows a lot about this. He used undocumented labor to build the Trump tower. He underpaid undocumented workers and when they complained, he basically said what a lot of employers do. You complain, I'll get you deported. I want to get everybody out of the shadows. Get the economy working and not let employers like Donald exploit undocumented workers which hurts them but also hurts American workers.",1141,1200,38,14,1,-13,-13,38,1,100,0,124
"125","39_Trump:","39","Trump:","Trump: President Obama has moved millions of people out. Nobody knows about it. Nobody talks about it. But under Obama, millions of people have been moved out of this country. They've been deported. She doesn't want to say that, but that's what has happened and that’s what happened - big league. As far as moving these people out and moving, we either have a country or we don't. We're a country of laws. We either have a border or we don't. Now, you can come back in and you can become a citizen. But it’s very unfair. We have millions of people that did it the right way. They're on line. They're waiting. We're going to speed up the process bigly, because it’s very inefficient. But they're on line and they’re waiting to become citizens. Very unfair that somebody runs across the border, becomes a citizen. Under her plan you have open borders. You would have a disaster on trade and and you will have a disaster with your open borders. What she doesn’t say is that President Obama has deported millions and millions of people.",1201,1256,39,3,0,-3,-3,39,1,100,0,125
"126","4_Wallace:","4","Wallace:","Wallace: Secretary Clinton, thank you. Mr. Trump, same question. Where do you want to see the court take the country and how do you believe the constitution should be interpreted?",220,227,4,0,1,1,1,4,1,100,0,126
"127","41_Clinton:","41","Clinton:","Clinton: We will not have open borders. That is a rank mischaracterization. We will have secure borders. But we will also have reform. This used to be a bipartisan issue. Ronald Reagan was the last president to sign --",1259,1270,41,1,2,1,1,41,1,100,0,127
"128","42_Wallace:","42","Wallace:","Wallace: Excuse me.",1271,1271,42,1,0,-1,-1,42,1,100,0,128
"129","43_Clinton:","43","Clinton:","Clinton: To sign immigration reform and George W. Bush supported it as well.",1272,1277,43,0,2,2,2,43,1,100,0,129
"130","44_Wallace:","44","Wallace:","Wallace: Secretary Clinton, I want to clear up your position on this issue because in a speech you gave to a Brazilian bank for which you were paid $225,000, we've learned from Wikileaks, that you said this. And I want to quote. “My dream is a hemispheric common market with open trade and open borders.”",1278,1295,44,1,0,-1,-1,44,1,100,0,130
"131","46_Wallace:","46","Wallace:","Wallace: That's the question. Please, quiet, everybody. Is that your dream? Open borders?",1296,1299,46,0,1,1,1,46,1,100,0,131
"132","47_Clinton:","47","Clinton:","Clinton: If you went on to read the rest of the sentence, I was talking about energy. We trade more energy with our neighbors than we trade with the rest of the world combined. And I do want us to have an electric grid, an energy system that crosses borders. I think that would be a great benefit to us. But you are very clearly quoting from WikiLeaks. What is really important about WikiLeaks is that the Russian government has engaged in espionage against Americans. They have hacked American websites, American accounts of private people, of institutions. Then they have given that information to WikiLeaks for the purpose of putting it on the internet. This has come from the highest levels of the Russian government. Clearly from Putin himself in an effort, as 17 of our intelligence agencies have confirmed, to influence our election. So I actually think the most important question of this evening, Chris, is finally, will Donald Trump admit and condemn that the Russians are doing this, and make it clear that he will not have the help of Putin in this election. That he rejects Russian espionage against Americans, which he actually encouraged in the past. Those are the questions we need answered. We've never had anything like this happen in any of our elections before.",1300,1371,47,2,3,1,1,47,1,100,0,132
"133","49_Wallace:","49","Wallace:","Wallace: Hold on, folks. Because this is going to end up getting out of control. Let's try to keep it quiet. For the candidates and for the American people.",1375,1381,49,0,1,1,1,49,1,100,0,133
"134","5_Trump:","5","Trump:","Trump: Well, first of all, it’s so great to be with you and thank you, everybody. The Supreme Court, it is what it is all about. Our country is so, so, it is just so imperative that we have the right justices. Something happened recently where Justice Ginsburg made some very inappropriate statements toward me and toward a tremendous number of people. Many, many millions of people that I represent and she was forced to apologize. And apologize she did. But these were statements that should never, ever have been made. We need a Supreme Court that in my opinion is going to uphold the second amendment and all amendments, but the second amendment which is under absolute siege. I believe, if my opponent should win this race, which I truly don't think will happen, we will have a second amendment which will be a very, very small replica of what it is right now. But I feel that it is absolutely important that we uphold because of the fact that it is under such trauma. I feel that the justices that I am going to appoint, and I've named 20 of them. The justices that I am going to appoint will be pro-life. They will have a conservative bent. They will be protecting the second amendment. They are great scholars in all cases and they're people of tremendous respect. They will interpret the constitution the way the founders wanted it interpreted and I believe that’s very important. I don't think we should have justices appointed that decide what they want to hear. It is all about the constitution of, and it is so important. The constitution the way it was meant to be. And those are the people that I will appoint.",228,298,5,6,6,0,0,5,1,100,0,134
"135","50_Trump:","50","Trump:","Trump: Just to finish on the borders, she wants open borders. People are going to pour into our country. People are going to come in from Syria. She wants 550% more people than Barack Obama. And he has thousands and thousands of people. They have no idea where they come from. And you see, we are going to stop radical Islamic terrorism in this country. She won't even mention the words and neither will President Obama. So I just want to tell you. She wants open borders. Now we can talk about Putin. I don't know Putin. He said nice things about me. If we got along well, that would be good. If Russia and the United States got along well and went after ISIS, that would be good. He has no respect for her. He has no respect for our president. And I'll tell you what. We're in very serious trouble. Because we have a country with tremendous numbers of nuclear warheads, 1,800, by the way. Where they expanded and we didn't. 1,800 nuclear warheads. And she is playing chicken. Look.",1382,1429,50,3,3,0,0,50,1,100,0,135
"136","52_Trump:","52","Trump:","Trump: Putin from everything I see has no respect for this person.",1431,1433,52,0,1,1,1,52,1,100,0,136
